record_id,caller_person_id,receiver_person_id,caller_number,receiver_number,timestamp,duration_seconds,call_type,tower_reference,source_system
CALL00659,P009,P025,+91 9899066376,+91 9058248303,2025-09-18 17:45:59,0,missed,TWR-146,Telecom Provider CDR
CALL00660,P009,P025,+91 9899066376,+91 9058248303,2026-03-12 18:10:58,0,voicemail,TWR-193,Telecom Provider CDR
CALL00661,P009,P025,+91 9899066376,+91 9058248303,2025-09-16 22:20:07,424,voice,TWR-191,Telecom Provider CDR
CALL00662,P009,P025,+91 9899066376,+91 9058248303,2025-09-13 23:30:47,20,voice,TWR-156,Telecom Provider CDR
CALL00663,P009,P033,+91 9899066376,+91 7027909944,2026-03-19 19:50:45,0,missed,TWR-110,Telecom Provider CDR
CALL00664,P009,P033,+91 9899066376,+91 7027909944,2025-12-31 15:15:09,0,voicemail,TWR-116,Telecom Provider CDR
CALL00665,P009,P033,+91 9899066376,+91 7027909944,2026-03-01 11:15:33,383,voice,TWR-117,Telecom Provider CDR
CALL00666,P009,P033,+91 9899066376,+91 7027909944,2025-12-01 23:55:31,637,voice,TWR-172,Telecom Provider CDR
CALL00667,P009,P033,+91 9899066376,+91 7027909944,2026-02-28 18:40:38,0,missed,TWR-109,Telecom Provider CDR
CALL00668,P009,P033,+91 9899066376,+91 7027909944,2025-12-28 06:30:13,0,missed,TWR-168,Telecom Provider CDR
CALL00669,P009,P033,+91 9899066376,+91 7027909944,2025-10-16 14:40:43,811,voice,TWR-115,Telecom Provider CDR
CALL00670,P009,P033,+91 9899066376,+91 7027909944,2025-11-25 17:40:23,511,voice,TWR-192,Telecom Provider CDR
CALL00671,P009,P033,+91 9899066376,+91 7027909944,2026-01-21 22:25:02,452,voice,TWR-136,Telecom Provider CDR
CALL00672,P009,P033,+91 9899066376,+91 7027909944,2025-10-06 16:15:30,119,voice,TWR-180,Telecom Provider CDR
CALL00673,P009,P033,+91 9899066376,+91 7027909944,2026-04-12 20:05:39,0,voicemail,TWR-134,Telecom Provider CDR
CALL00674,P009,P033,+91 9899066376,+91 7027909944,2026-01-26 09:55:16,0,voicemail,TWR-186,Telecom Provider CDR
CALL00675,P009,P033,+91 9899066376,+91 7027909944,2025-11-02 21:35:38,0,missed,TWR-190,Telecom Provider CDR
CALL00676,P009,P034,+91 9899066376,+91 9021933488,2026-04-06 06:20:18,0,voicemail,TWR-195,Telecom Provider CDR
CALL00677,P009,P034,+91 9899066376,+91 9021933488,2026-02-28 23:55:35,0,missed,TWR-114,Telecom Provider CDR
CALL00678,P009,P034,+91 9899066376,+91 9021933488,2025-11-11 06:15:31,445,voice,TWR-107,Telecom Provider CDR
CALL00679,P009,P034,+91 9899066376,+91 9021933488,2026-02-02 16:00:25,319,voice,TWR-135,Telecom Provider CDR
CALL00680,P009,P034,+91 9899066376,+91 9021933488,2026-04-02 14:00:22,808,voice,TWR-180,Telecom Provider CDR
CALL00681,P011,P012,+91 9854026519,+91 7017878352,2025-10-06 19:50:40,0,missed,TWR-174,Telecom Provider CDR
CALL00682,P011,P012,+91 9854026519,+91 7017878352,2025-09-13 13:20:21,0,voicemail,TWR-193,Telecom Provider CDR
CALL00683,P011,P012,+91 9854026519,+91 7017878352,2026-02-17 20:35:23,672,voice,TWR-112,Telecom Provider CDR
CALL00684,P011,P012,+91 9854026519,+91 7017878352,2025-10-04 20:25:19,0,voicemail,TWR-183,Telecom Provider CDR
CALL00685,P011,P012,+91 9854026519,+91 7017878352,2026-02-22 14:10:05,451,voice,TWR-199,Telecom Provider CDR
CALL00686,P011,P012,+91 9854026519,+91 7017878352,2026-03-27 12:05:31,0,missed,TWR-151,Telecom Provider CDR
CALL00687,P011,P012,+91 9854026519,+91 7017878352,2026-03-11 17:45:13,0,missed,TWR-195,Telecom Provider CDR
CALL00688,P011,P012,+91 9854026519,+91 7017878352,2026-01-05 22:10:22,151,voice,TWR-130,Telecom Provider CDR
CALL00689,P011,P012,+91 9854026519,+91 7017878352,2025-09-23 19:40:05,0,voicemail,TWR-154,Telecom Provider CDR
CALL00690,P011,P012,+91 9854026519,+91 7017878352,2025-12-21 07:50:21,691,voice,TWR-114,Telecom Provider CDR
CALL00691,P011,P012,+91 9854026519,+91 7017878352,2025-09-11 20:20:31,81,voice,TWR-164,Telecom Provider CDR
CALL00692,P011,P040,+91 9854026519,+91 8079814367,2025-12-01 17:00:34,0,voicemail,TWR-146,Telecom Provider CDR
CALL00693,P011,P040,+91 9854026519,+91 8079814367,2026-02-10 17:40:34,835,voice,TWR-176,Telecom Provider CDR
CALL00694,P011,P040,+91 9854026519,+91 8079814367,2026-04-13 22:55:34,0,missed,TWR-179,Telecom Provider CDR
CALL00695,P011,P040,+91 9854026519,+91 8079814367,2026-01-19 17:40:12,0,voicemail,TWR-192,Telecom Provider CDR
CALL00696,P011,P040,+91 9854026519,+91 8079814367,2025-11-15 10:40:31,639,voice,TWR-125,Telecom Provider CDR
CALL00697,P011,P040,+91 9854026519,+91 8079814367,2026-04-12 15:45:37,0,missed,TWR-115,Telecom Provider CDR
CALL00698,P011,P040,+91 9854026519,+91 8079814367,2026-02-25 18:50:34,0,missed,TWR-118,Telecom Provider CDR
CALL00699,P011,P040,+91 9854026519,+91 8079814367,2025-09-28 18:25:10,0,voicemail,TWR-132,Telecom Provider CDR
CALL00700,P011,P040,+91 9854026519,+91 8079814367,2026-04-10 11:45:20,0,missed,TWR-105,Telecom Provider CDR
CALL00701,P011,P040,+91 9854026519,+91 8079814367,2025-11-23 15:05:24,0,missed,TWR-156,Telecom Provider CDR
CALL00702,P011,P040,+91 9854026519,+91 8079814367,2025-12-13 19:20:44,0,missed,TWR-136,Telecom Provider CDR
CALL00703,P011,P040,+91 9854026519,+91 8079814367,2026-04-11 23:10:45,394,voice,TWR-194,Telecom Provider CDR
CALL00704,P011,P040,+91 9854026519,+91 8079814367,2025-12-28 10:50:17,0,missed,TWR-132,Telecom Provider CDR
CALL00705,P013,P023,+91 9025419329,+91 7050152218,2025-12-07 14:55:36,0,missed,TWR-130,Telecom Provider CDR
CALL00706,P013,P023,+91 9025419329,+91 7050152218,2025-10-16 12:10:10,0,voicemail,TWR-183,Telecom Provider CDR
CALL00707,P013,P023,+91 9025419329,+91 7050152218,2025-11-24 10:35:11,515,voice,TWR-108,Telecom Provider CDR
CALL00708,P013,P023,+91 9025419329,+91 7050152218,2025-09-18 08:30:08,634,voice,TWR-125,Telecom Provider CDR
CALL00709,P013,P023,+91 9025419329,+91 7050152218,2026-03-17 17:20:57,202,voice,TWR-152,Telecom Provider CDR
CALL00710,P013,P023,+91 9025419329,+91 7050152218,2026-03-31 09:55:59,0,voicemail,TWR-110,Telecom Provider CDR
CALL00711,P013,P023,+91 9025419329,+91 7050152218,2025-12-13 23:20:38,0,missed,TWR-155,Telecom Provider CDR
CALL00712,P013,P023,+91 9025419329,+91 7050152218,2025-12-08 10:50:02,517,voice,TWR-134,Telecom Provider CDR
CALL00713,P013,P023,+91 9025419329,+91 7050152218,2025-10-17 21:55:06,0,missed,TWR-138,Telecom Provider CDR
CALL00714,P013,P023,+91 9025419329,+91 7050152218,2026-04-24 20:50:48,870,voice,TWR-198,Telecom Provider CDR
CALL00715,P013,P023,+91 9025419329,+91 7050152218,2025-10-13 16:50:09,530,voice,TWR-115,Telecom Provider CDR
CALL00716,P013,P023,+91 9025419329,+91 7050152218,2026-04-25 22:10:31,846,voice,TWR-128,Telecom Provider CDR
CALL00717,P013,P023,+91 9025419329,+91 7050152218,2025-10-07 19:45:11,0,missed,TWR-139,Telecom Provider CDR
CALL00718,P013,P023,+91 9025419329,+91 7050152218,2026-01-27 10:35:37,0,missed,TWR-103,Telecom Provider CDR
CALL00719,P013,P023,+91 9025419329,+91 7050152218,2026-01-07 07:00:59,0,missed,TWR-130,Telecom Provider CDR
CALL00720,P015,P022,+91 9972065052,+91 8011745854,2026-04-09 12:50:22,0,voicemail,TWR-118,Telecom Provider CDR
CALL00721,P015,P022,+91 9972065052,+91 8011745854,2025-10-14 08:35:16,0,missed,TWR-100,Telecom Provider CDR
CALL00722,P015,P022,+91 9972065052,+91 8011745854,2026-02-03 13:15:04,605,voice,TWR-129,Telecom Provider CDR
CALL00723,P015,P022,+91 9972065052,+91 8011745854,2025-10-23 19:10:54,0,missed,TWR-135,Telecom Provider CDR
CALL00724,P015,P022,+91 9972065052,+91 8011745854,2026-02-16 22:40:18,896,voice,TWR-131,Telecom Provider CDR
CALL00725,P015,P022,+91 9972065052,+91 8011745854,2026-03-04 06:25:50,0,missed,TWR-186,Telecom Provider CDR
CALL00726,P015,P022,+91 9972065052,+91 8011745854,2026-01-18 15:55:09,351,voice,TWR-175,Telecom Provider CDR
CALL00727,P015,P022,+91 9972065052,+91 8011745854,2026-04-23 23:30:17,0,missed,TWR-170,Telecom Provider CDR
CALL00728,P015,P022,+91 9972065052,+91 8011745854,2026-03-12 08:40:49,0,voicemail,TWR-161,Telecom Provider CDR
CALL00729,P015,P022,+91 9972065052,+91 8011745854,2025-11-15 11:40:03,0,voicemail,TWR-120,Telecom Provider CDR
CALL00730,P015,P022,+91 9972065052,+91 8011745854,2026-02-15 19:25:27,295,voice,TWR-149,Telecom Provider CDR
CALL00731,P015,P022,+91 9972065052,+91 8011745854,2026-03-27 13:00:44,245,voice,TWR-122,Telecom Provider CDR
CALL00732,P017,P032,+91 9945836599,+91 9012057074,2025-12-10 06:15:02,236,voice,TWR-193,Telecom Provider CDR
CALL00733,P017,P032,+91 9945836599,+91 9012057074,2025-11-26 16:25:18,0,missed,TWR-144,Telecom Provider CDR
CALL00734,P017,P032,+91 9945836599,+91 9012057074,2026-04-21 18:45:03,0,voicemail,TWR-129,Telecom Provider CDR
CALL00735,P017,P032,+91 9945836599,+91 9012057074,2025-10-30 21:15:39,623,voice,TWR-110,Telecom Provider CDR
CALL00736,P017,P032,+91 9945836599,+91 9012057074,2026-03-13 22:50:39,0,missed,TWR-199,Telecom Provider CDR
CALL00737,P036,P037,+91 9821597187,+91 7067154811,2025-09-23 22:30:55,405,voice,TWR-199,Telecom Provider CDR
CALL00738,P036,P037,+91 9821597187,+91 7067154811,2025-11-11 07:40:01,0,missed,TWR-187,Telecom Provider CDR
CALL00739,P036,P037,+91 9821597187,+91 7067154811,2026-04-23 17:35:35,276,voice,TWR-171,Telecom Provider CDR
CALL00740,P036,P037,+91 9821597187,+91 7067154811,2026-02-15 23:45:36,0,voicemail,TWR-140,Telecom Provider CDR
CALL00741,P036,P037,+91 9821597187,+91 7067154811,2025-12-21 21:45:07,323,voice,TWR-199,Telecom Provider CDR
CALL00742,P036,P037,+91 9821597187,+91 7067154811,2025-12-21 06:00:04,771,voice,TWR-191,Telecom Provider CDR
CALL00743,P036,P037,+91 9821597187,+91 7067154811,2025-12-04 20:15:25,471,voice,TWR-176,Telecom Provider CDR
CALL00744,P036,P037,+91 9821597187,+91 7067154811,2026-03-22 17:15:23,834,voice,TWR-186,Telecom Provider CDR
CALL00745,P036,P037,+91 9821597187,+91 7067154811,2026-01-29 13:15:07,700,voice,TWR-108,Telecom Provider CDR
CALL00746,P036,P037,+91 9821597187,+91 7067154811,2025-12-28 07:10:40,786,voice,TWR-108,Telecom Provider CDR
CALL00747,P036,P037,+91 9821597187,+91 7067154811,2026-04-05 23:10:27,379,voice,TWR-117,Telecom Provider CDR
CALL00748,P036,P037,+91 9821597187,+91 7067154811,2025-12-01 23:05:52,668,voice,TWR-156,Telecom Provider CDR
CALL00749,P036,P037,+91 9821597187,+91 7067154811,2026-03-17 19:45:15,271,voice,TWR-136,Telecom Provider CDR
CALL00750,P036,P037,+91 9821597187,+91 7067154811,2025-09-26 19:40:26,0,missed,TWR-153,Telecom Provider CDR
CALL00751,P036,P037,+91 9821597187,+91 7067154811,2026-04-23 19:55:02,0,missed,TWR-127,Telecom Provider CDR
CALL00752,P034,P040,+91 9021933488,+91 8079814367,2026-01-19 20:50:17,618,voice,TWR-178,Telecom Provider CDR
CALL00753,P034,P040,+91 9021933488,+91 8079814367,2026-02-16 14:25:41,0,voicemail,TWR-192,Telecom Provider CDR
CALL00754,P034,P040,+91 9021933488,+91 8079814367,2025-09-10 07:50:57,615,voice,TWR-113,Telecom Provider CDR
CALL00755,P034,P040,+91 9021933488,+91 8079814367,2026-02-28 21:40:14,0,missed,TWR-134,Telecom Provider CDR
CALL00756,P034,P040,+91 9021933488,+91 8079814367,2025-11-28 19:35:08,155,voice,TWR-150,Telecom Provider CDR
CALL00757,P034,P040,+91 9021933488,+91 8079814367,2025-12-05 07:10:36,0,voicemail,TWR-195,Telecom Provider CDR
CALL00758,P034,P040,+91 9021933488,+91 8079814367,2025-11-17 21:50:21,0,missed,TWR-116,Telecom Provider CDR
CALL00759,P034,P040,+91 9021933488,+91 8079814367,2026-03-02 18:30:13,0,voicemail,TWR-187,Telecom Provider CDR
CALL00760,P034,P040,+91 9021933488,+91 8079814367,2026-03-23 08:55:06,0,voicemail,TWR-145,Telecom Provider CDR
CALL00761,P023,P016,+91 7050152218,+91 9858538223,2026-02-07 18:55:51,104,voice,TWR-127,Telecom Provider CDR
CALL00762,P023,P016,+91 7050152218,+91 9858538223,2025-12-05 07:55:22,0,missed,TWR-187,Telecom Provider CDR
CALL00763,P023,P016,+91 7050152218,+91 9858538223,2025-12-31 08:10:52,885,voice,TWR-109,Telecom Provider CDR
CALL00764,P023,P016,+91 7050152218,+91 9858538223,2025-12-11 08:05:52,110,voice,TWR-166,Telecom Provider CDR
CALL00765,P023,P016,+91 7050152218,+91 9858538223,2026-02-23 19:30:43,710,voice,TWR-173,Telecom Provider CDR
CALL00766,P023,P016,+91 7050152218,+91 9858538223,2026-02-19 17:15:18,480,voice,TWR-106,Telecom Provider CDR
CALL00767,P023,P016,+91 7050152218,+91 9858538223,2025-10-31 13:35:32,758,voice,TWR-100,Telecom Provider CDR
CALL00768,P042,P003,+91 9855823679,+91 9812035599,2025-10-22 13:20:43,822,voice,TWR-156,Telecom Provider CDR
CALL00769,P042,P003,+91 9855823679,+91 9812035599,2026-01-20 19:05:49,413,voice,TWR-178,Telecom Provider CDR
CALL00770,P042,P003,+91 9855823679,+91 9812035599,2025-10-26 11:15:29,754,voice,TWR-144,Telecom Provider CDR
CALL00771,P042,P003,+91 9855823679,+91 9812035599,2025-10-15 10:15:47,0,voicemail,TWR-158,Telecom Provider CDR
CALL00772,P042,P003,+91 9855823679,+91 9812035599,2025-11-11 06:30:21,0,voicemail,TWR-196,Telecom Provider CDR
CALL00773,P042,P003,+91 9855823679,+91 9812035599,2026-02-24 17:05:44,0,missed,TWR-109,Telecom Provider CDR
CALL00774,P042,P003,+91 9855823679,+91 9812035599,2026-03-17 21:15:26,154,voice,TWR-130,Telecom Provider CDR
CALL00775,P042,P003,+91 9855823679,+91 9812035599,2026-02-18 10:05:16,0,voicemail,TWR-109,Telecom Provider CDR
CALL00776,P042,P003,+91 9855823679,+91 9812035599,2025-10-17 18:40:07,345,voice,TWR-184,Telecom Provider CDR
CALL00777,P042,P003,+91 9855823679,+91 9812035599,2026-03-02 19:40:59,485,voice,TWR-153,Telecom Provider CDR
CALL00778,P042,P003,+91 9855823679,+91 9812035599,2025-09-25 18:55:17,0,voicemail,TWR-190,Telecom Provider CDR
CALL00779,P042,P003,+91 9855823679,+91 9812035599,2026-04-10 22:20:19,0,missed,TWR-109,Telecom Provider CDR
CALL00780,P042,P003,+91 9855823679,+91 9812035599,2025-09-21 12:00:33,0,missed,TWR-132,Telecom Provider CDR
CALL00781,P042,P003,+91 9855823679,+91 9812035599,2025-12-27 10:50:52,521,voice,TWR-101,Telecom Provider CDR
CALL00782,P008,P018,+91 9949882535,+91 9025135342,2025-12-24 21:45:26,0,missed,TWR-168,Telecom Provider CDR
CALL00783,P008,P018,+91 9949882535,+91 9025135342,2026-01-29 20:00:06,691,voice,TWR-174,Telecom Provider CDR
CALL00784,P008,P018,+91 9949882535,+91 9025135342,2026-03-29 17:15:26,0,missed,TWR-143,Telecom Provider CDR
CALL00785,P008,P018,+91 9949882535,+91 9025135342,2026-02-20 10:40:50,0,missed,TWR-197,Telecom Provider CDR
CALL00786,P008,P018,+91 9949882535,+91 9025135342,2025-11-28 23:40:01,0,voicemail,TWR-185,Telecom Provider CDR
CALL00787,P008,P018,+91 9949882535,+91 9025135342,2025-10-15 13:25:00,0,voicemail,TWR-128,Telecom Provider CDR
CALL00788,P008,P018,+91 9949882535,+91 9025135342,2026-01-05 18:45:03,0,voicemail,TWR-159,Telecom Provider CDR
CALL00789,P020,P028,+91 9978957272,+91 8082176114,2025-09-21 17:30:29,0,missed,TWR-116,Telecom Provider CDR
CALL00790,P020,P028,+91 9978957272,+91 8082176114,2026-03-27 19:20:56,0,voicemail,TWR-166,Telecom Provider CDR
CALL00791,P020,P028,+91 9978957272,+91 8082176114,2025-12-22 17:55:59,230,voice,TWR-136,Telecom Provider CDR
CALL00792,P020,P028,+91 9978957272,+91 8082176114,2025-12-26 07:05:38,206,voice,TWR-177,Telecom Provider CDR
CALL00793,P020,P028,+91 9978957272,+91 8082176114,2025-11-02 14:15:14,0,voicemail,TWR-161,Telecom Provider CDR
CALL00794,P020,P028,+91 9978957272,+91 8082176114,2025-11-26 16:35:41,0,voicemail,TWR-139,Telecom Provider CDR
CALL00795,P020,P028,+91 9978957272,+91 8082176114,2026-01-15 15:45:07,97,voice,TWR-183,Telecom Provider CDR
CALL00796,P020,P028,+91 9978957272,+91 8082176114,2026-03-30 17:40:41,282,voice,TWR-123,Telecom Provider CDR
CALL00797,P020,P028,+91 9978957272,+91 8082176114,2025-12-24 13:10:19,0,missed,TWR-127,Telecom Provider CDR
CALL00798,P020,P028,+91 9978957272,+91 8082176114,2025-12-24 16:25:54,130,voice,TWR-109,Telecom Provider CDR
CALL00799,P020,P028,+91 9978957272,+91 8082176114,2025-11-19 07:45:29,871,voice,TWR-110,Telecom Provider CDR
CALL00800,P020,P028,+91 9978957272,+91 8082176114,2025-10-23 23:50:24,515,voice,TWR-120,Telecom Provider CDR
CALL00801,P020,P028,+91 9978957272,+91 8082176114,2026-02-12 09:45:48,0,missed,TWR-163,Telecom Provider CDR
CALL00802,P020,P028,+91 9978957272,+91 8082176114,2025-12-31 10:55:34,0,missed,TWR-162,Telecom Provider CDR
CALL00803,P005,P014,+91 8041629537,+91 8048728842,2025-10-25 08:30:03,0,voicemail,TWR-128,Telecom Provider CDR
CALL00804,P005,P014,+91 8041629537,+91 8048728842,2025-11-28 23:15:16,264,voice,TWR-175,Telecom Provider CDR
CALL00805,P005,P014,+91 8041629537,+91 8048728842,2026-03-18 20:25:22,0,voicemail,TWR-162,Telecom Provider CDR
CALL00806,P005,P014,+91 8041629537,+91 8048728842,2026-02-12 10:30:39,0,voicemail,TWR-110,Telecom Provider CDR
CALL00807,P005,P014,+91 8041629537,+91 8048728842,2026-02-12 09:05:57,365,voice,TWR-131,Telecom Provider CDR
CALL00808,P005,P014,+91 8041629537,+91 8048728842,2025-09-30 17:25:03,127,voice,TWR-112,Telecom Provider CDR
CALL00809,P005,P014,+91 8041629537,+91 8048728842,2026-03-19 19:15:28,0,voicemail,TWR-110,Telecom Provider CDR
CALL00810,P005,P014,+91 8041629537,+91 8048728842,2026-01-24 06:30:02,771,voice,TWR-163,Telecom Provider CDR
CALL00811,P005,P014,+91 8041629537,+91 8048728842,2025-10-02 07:30:54,655,voice,TWR-172,Telecom Provider CDR
CALL00812,P005,P014,+91 8041629537,+91 8048728842,2025-10-14 06:25:15,327,voice,TWR-116,Telecom Provider CDR
CALL00813,P005,P014,+91 8041629537,+91 8048728842,2026-04-12 12:50:48,705,voice,TWR-106,Telecom Provider CDR
CALL00814,P005,P014,+91 8041629537,+91 8048728842,2026-04-09 09:20:55,749,voice,TWR-118,Telecom Provider CDR
CALL00815,P034,P036,+91 9021933488,+91 9821597187,2026-04-03 18:40:01,365,voice,TWR-151,Telecom Provider CDR
CALL00816,P034,P036,+91 9021933488,+91 9821597187,2026-02-28 19:05:48,65,voice,TWR-116,Telecom Provider CDR
CALL00817,P034,P036,+91 9021933488,+91 9821597187,2026-03-08 14:20:29,728,voice,TWR-127,Telecom Provider CDR
CALL00818,P034,P036,+91 9021933488,+91 9821597187,2025-10-18 10:20:18,0,missed,TWR-156,Telecom Provider CDR
CALL00819,P034,P036,+91 9021933488,+91 9821597187,2025-10-10 08:30:32,227,voice,TWR-127,Telecom Provider CDR
CALL00820,P034,P036,+91 9021933488,+91 9821597187,2025-10-31 10:35:16,541,voice,TWR-154,Telecom Provider CDR
CALL00821,P034,P036,+91 9021933488,+91 9821597187,2025-11-20 21:45:08,635,voice,TWR-121,Telecom Provider CDR
CALL00822,P034,P036,+91 9021933488,+91 9821597187,2025-10-27 23:35:41,0,voicemail,TWR-183,Telecom Provider CDR
CALL00823,P034,P036,+91 9021933488,+91 9821597187,2025-09-23 06:45:46,0,missed,TWR-122,Telecom Provider CDR
CALL00824,P034,P036,+91 9021933488,+91 9821597187,2025-09-23 09:25:45,0,missed,TWR-142,Telecom Provider CDR
CALL00825,P034,P036,+91 9021933488,+91 9821597187,2026-01-23 08:35:02,0,voicemail,TWR-128,Telecom Provider CDR
CALL00826,P034,P036,+91 9021933488,+91 9821597187,2025-11-10 12:10:52,95,voice,TWR-144,Telecom Provider CDR
CALL00827,P034,P036,+91 9021933488,+91 9821597187,2025-11-04 10:10:01,0,missed,TWR-125,Telecom Provider CDR
CALL00828,P034,P036,+91 9021933488,+91 9821597187,2026-01-16 20:15:13,512,voice,TWR-197,Telecom Provider CDR
CALL00829,P013,P036,+91 9025419329,+91 9821597187,2026-02-01 19:45:22,384,voice,TWR-162,Telecom Provider CDR
CALL00830,P013,P036,+91 9025419329,+91 9821597187,2025-10-26 17:50:58,95,voice,TWR-119,Telecom Provider CDR
CALL00831,P013,P036,+91 9025419329,+91 9821597187,2026-02-11 18:10:47,0,missed,TWR-123,Telecom Provider CDR
CALL00832,P013,P036,+91 9025419329,+91 9821597187,2025-12-20 09:15:48,0,voicemail,TWR-119,Telecom Provider CDR
CALL00833,P013,P036,+91 9025419329,+91 9821597187,2025-11-06 22:35:15,0,voicemail,TWR-196,Telecom Provider CDR
CALL00834,P013,P036,+91 9025419329,+91 9821597187,2025-12-09 13:15:02,0,voicemail,TWR-194,Telecom Provider CDR
CALL00835,P013,P036,+91 9025419329,+91 9821597187,2026-04-23 10:10:26,0,missed,TWR-154,Telecom Provider CDR
CALL00836,P013,P036,+91 9025419329,+91 9821597187,2026-04-08 14:45:18,154,voice,TWR-165,Telecom Provider CDR
CALL00837,P013,P036,+91 9025419329,+91 9821597187,2026-04-08 15:25:58,757,voice,TWR-136,Telecom Provider CDR
CALL00838,P013,P036,+91 9025419329,+91 9821597187,2026-04-04 15:00:43,0,voicemail,TWR-128,Telecom Provider CDR
CALL00839,P013,P036,+91 9025419329,+91 9821597187,2025-10-06 11:45:10,732,voice,TWR-176,Telecom Provider CDR
CALL00840,P013,P036,+91 9025419329,+91 9821597187,2025-10-15 13:50:41,92,voice,TWR-143,Telecom Provider CDR
CALL00841,P013,P036,+91 9025419329,+91 9821597187,2025-10-31 09:30:50,0,missed,TWR-166,Telecom Provider CDR
CALL00842,P013,P036,+91 9025419329,+91 9821597187,2026-01-16 10:15:42,842,voice,TWR-161,Telecom Provider CDR
CALL00843,P013,P036,+91 9025419329,+91 9821597187,2026-03-27 08:40:16,527,voice,TWR-131,Telecom Provider CDR
CALL00844,P021,P041,+91 7092466518,+91 9076168413,2026-03-16 10:55:46,522,voice,TWR-160,Telecom Provider CDR
CALL00845,P021,P041,+91 7092466518,+91 9076168413,2025-11-04 12:10:21,742,voice,TWR-159,Telecom Provider CDR
CALL00846,P021,P041,+91 7092466518,+91 9076168413,2026-01-08 10:25:01,262,voice,TWR-145,Telecom Provider CDR
CALL00847,P021,P041,+91 7092466518,+91 9076168413,2026-04-04 20:25:16,0,missed,TWR-156,Telecom Provider CDR
CALL00848,P021,P041,+91 7092466518,+91 9076168413,2025-11-04 10:25:20,0,voicemail,TWR-120,Telecom Provider CDR
CALL00849,P021,P041,+91 7092466518,+91 9076168413,2025-10-25 09:40:33,0,voicemail,TWR-198,Telecom Provider CDR
CALL00850,P021,P041,+91 7092466518,+91 9076168413,2026-01-29 06:45:54,669,voice,TWR-119,Telecom Provider CDR
CALL00851,P021,P041,+91 7092466518,+91 9076168413,2026-02-15 21:05:40,410,voice,TWR-105,Telecom Provider CDR
CALL00852,P021,P041,+91 7092466518,+91 9076168413,2025-11-22 12:05:30,41,voice,TWR-139,Telecom Provider CDR
CALL00853,P021,P041,+91 7092466518,+91 9076168413,2025-10-25 10:40:03,0,missed,TWR-122,Telecom Provider CDR
CALL00854,P021,P041,+91 7092466518,+91 9076168413,2025-10-29 09:35:45,617,voice,TWR-178,Telecom Provider CDR
CALL00855,P021,P041,+91 7092466518,+91 9076168413,2026-01-16 19:00:36,0,voicemail,TWR-170,Telecom Provider CDR
CALL00856,P021,P041,+91 7092466518,+91 9076168413,2026-02-21 19:05:21,0,missed,TWR-170,Telecom Provider CDR
CALL00857,P021,P041,+91 7092466518,+91 9076168413,2025-10-15 14:55:46,0,voicemail,TWR-171,Telecom Provider CDR
CALL00858,P042,P016,+91 9855823679,+91 9858538223,2025-10-12 10:05:34,0,voicemail,TWR-184,Telecom Provider CDR
CALL00859,P042,P016,+91 9855823679,+91 9858538223,2025-11-26 15:40:49,131,voice,TWR-178,Telecom Provider CDR
CALL00860,P042,P016,+91 9855823679,+91 9858538223,2026-01-29 19:15:45,417,voice,TWR-161,Telecom Provider CDR
CALL00861,P042,P016,+91 9855823679,+91 9858538223,2025-12-02 18:50:05,0,voicemail,TWR-133,Telecom Provider CDR
CALL00862,P042,P016,+91 9855823679,+91 9858538223,2026-04-02 09:10:20,0,missed,TWR-157,Telecom Provider CDR
CALL00863,P042,P016,+91 9855823679,+91 9858538223,2026-02-09 16:55:59,45,voice,TWR-187,Telecom Provider CDR
CALL00864,P042,P016,+91 9855823679,+91 9858538223,2025-10-26 06:25:17,621,voice,TWR-151,Telecom Provider CDR
CALL00865,P042,P016,+91 9855823679,+91 9858538223,2026-01-03 23:00:10,508,voice,TWR-123,Telecom Provider CDR
CALL00866,P042,P016,+91 9855823679,+91 9858538223,2026-03-16 23:20:13,452,voice,TWR-178,Telecom Provider CDR
CALL00867,P042,P016,+91 9855823679,+91 9858538223,2025-09-18 13:45:43,211,voice,TWR-168,Telecom Provider CDR
CALL00868,P042,P016,+91 9855823679,+91 9858538223,2025-11-12 13:05:56,789,voice,TWR-102,Telecom Provider CDR
CALL00869,P042,P016,+91 9855823679,+91 9858538223,2025-10-01 14:25:25,616,voice,TWR-111,Telecom Provider CDR
CALL00870,P009,P008,+91 9899066376,+91 9949882535,2026-04-12 14:10:59,0,missed,TWR-134,Telecom Provider CDR
CALL00871,P009,P008,+91 9899066376,+91 9949882535,2025-10-29 13:30:37,719,voice,TWR-133,Telecom Provider CDR
CALL00872,P009,P008,+91 9899066376,+91 9949882535,2026-02-20 21:50:10,0,voicemail,TWR-111,Telecom Provider CDR
CALL00873,P009,P008,+91 9899066376,+91 9949882535,2025-12-01 14:50:47,0,voicemail,TWR-181,Telecom Provider CDR
CALL00874,P009,P008,+91 9899066376,+91 9949882535,2026-03-14 10:05:26,0,voicemail,TWR-183,Telecom Provider CDR
CALL00875,P009,P008,+91 9899066376,+91 9949882535,2025-10-24 17:20:40,778,voice,TWR-160,Telecom Provider CDR
CALL00876,P009,P008,+91 9899066376,+91 9949882535,2025-11-23 22:15:15,0,voicemail,TWR-132,Telecom Provider CDR
CALL00877,P028,P002,+91 8082176114,+91 9924029930,2025-10-13 09:20:05,116,voice,TWR-190,Telecom Provider CDR
